status: ok
time allke allie
0.0 0.0 0.0
0.0015022889711 4.98085961365e-10 1.17643850217e-09
0.00300137605518 8.02442912118e-09 7.22723996205e-08
0.00450046313927 4.04476736549e-08 8.08230879557e-07
0.00600592931733 1.25471473211e-07 4.49561775895e-06
0.00750501640141 2.9952647651e-07 1.68576025317e-05
0.00900401640683 6.09593485024e-07 4.95103267895e-05
0.0105029940605 1.10569567369e-06 0.000122837169329
0.0120019717142 1.84548935067e-06 0.000269350508461
0.0135009493679 2.89667468678e-06 0.000537427724339
0.0150063056499 4.33113791587e-06 0.000997845781967
0.0165054127574 6.20588707534e-06 0.00173963746056
0.0180046092719 8.60716590978e-06 0.00288576981984
0.0195038057864 1.16095861813e-05 0.00459121214226
0.0210030023009 1.52857446665e-05 0.00704923737794
0.0225021988153 1.97227673198e-05 0.0104963034391
0.0240013953298 2.50008470175e-05 0.0152169633657
0.0255005918443 3.11924268317e-05 0.0215487685055
0.0270061679184 3.8418751501e-05 0.029927527532
0.0285053644329 4.67014651804e-05 0.0407420545816
0.0300045609474 5.61392844247e-05 0.0545489639044
0.0315036848187 6.68203938403e-05 0.071945823729
0.0330024436116 7.8827557445e-05 0.0936061441898
0.0345012024045 9.22323670238e-05 0.120283864439
0.0360063388944 0.000107195650344 0.152969732881
0.0375050976872 0.000123691075714 0.192316845059
0.0390038564801 0.000141854470712 0.239469245076
0.040502615273 0.000161804549862 0.29554027319
0.0420013740659 0.000183690339327 0.361740916967
0.0435001328588 0.000207643650356 0.439381897449
0.0450052693486 0.00023397737823 0.530290484428
0.0465040281415 0.00026277708821 0.635217428207
0.0480027869344 0.000294503610348 0.756139397621
0.0495015457273 0.000329681759467 0.894779384136
0.0510003045201 0.000369165005395 1.05296194553
0.05250544101 0.000414477806771 1.23342299461
0.0540041998029 0.000472351384815 1.43661952019
0.0555029585958 0.000584656663705 1.66498541832
0.0570017173886 0.000895579287317 1.91925096512
0.0585004761815 0.00161470659077 2.19821739197
0.0600056126714 0.00273807975464 2.50091910362
0.0615043714643 0.00409089541063 2.82173633575
0.0630031302571 0.00516196340322 3.15839290619
0.06450188905 0.0054923039861 3.50767040253
0.0660006478429 0.00540633220226 3.86754989624
0.0675057843328 0.00551759777591 4.23896455765
0.0690045431256 0.00585053302348 4.61789369583
0.0705033019185 0.00566585501656 5.00472784042
0.0720020607114 0.00549632357433 5.39818048477
0.0735008195043 0.00570012722164 5.79750490189
0.0750059559941 0.00499939220026 6.20417499542
0.076504714787 0.0041403118521 6.61400127411
0.0780034735799 0.00457287579775 7.02845716476
0.0795022323728 0.00479963235557 7.44760847092
0.0810009911656 0.0049279849045 7.87069797516
0.0825061276555 0.00465338258073 8.29969882965
0.0840048864484 0.00374078354798 8.73054409027
0.0855036452413 0.00369122158736 9.16514492035
0.0870024040341 0.00393927423283 9.60334205627
0.088501162827 0.00381404953077 10.0450363159
0.0900062993169 0.0039968942292 10.4916028976
0.0915050581098 0.00365106528625 10.93937397
0.0930038169026 0.00363487796858 11.389995575
0.0945025756955 0.00343745597638 11.8436374664
0.0960013344884 0.00364436837845 12.3001050949
0.0975000932813 0.00356657477096 12.7595453262
0.0990052297711 0.00343950977549 13.2237195969
0.100503988564 0.00351733574644 13.688794136
0.102002747357 0.00342027260922 14.1566486359
0.10350150615 0.00367731438018 14.6272268295
0.105000264943 0.00347965396941 15.1004867554
0.106505401433 0.00346815073863 15.578212738
0.108004160225 0.0036637284793 16.0564193726
0.109502919018 0.00359080429189 16.5368289948
0.111001677811 0.00359366624616 17.0194625854
0.112500436604 0.00369649729691 17.5040893555
0.114005573094 0.00362279918045 17.9926452637
0.115504331887 0.00367655721493 18.4809436798
0.11700309068 0.00371486530639 18.9707603455
0.118501849473 0.00368806044571 19.4620933533
0.120000608265 0.00379997724667 19.9546813965
0.121505744755 0.0037608097773 20.4504985809
0.123004503548 0.00375403184444 20.9452190399
0.124503262341 0.00382446590811 21.4407119751
0.126002028584 0.00380689487793 21.9368686676
0.127500787377 0.00381725793704 22.4335536957
0.129005923867 0.00379643822089 22.9326915741
0.13050468266 0.00387582718395 23.4299659729
0.132003441453 0.00392035162076 23.9273166656
0.133502200246 0.00382005632855 24.424571991
0.135000959039 0.00382477068342 24.9216537476
0.136506095529 0.00388184329495 25.420463562
0.138004854321 0.00387599086389 25.9166851044
0.139503613114 0.00389897520654 26.4123191833
0.141002371907 0.00384933059104 26.9071826935
0.1425011307 0.0038294645492 27.4012298584
0.14400626719 0.00386062450707 27.8963737488
0.145505025983 0.00385644985363 28.3882961273
0.147003784776 0.00384845584631 28.8790416718
0.148502543569 0.00378748495132 29.3684120178
0.150001302361 0.00378308282234 29.8563327789
0.151500061154 0.00376566592604 30.3426399231
0.153005197644 0.00373948574997 30.8292293549
0.154503956437 0.00376980192959 31.3119087219
0.15600271523 0.00370382843539 31.7925720215
0.157501474023 0.00366838648915 32.2711105347
0.159000232816 0.00364484661259 32.7474136353
0.160505369306 0.0035784766078 33.2233276367
0.162004128098 0.00355992885306 33.6947288513
0.163502886891 0.00353879854083 34.1634750366
0.165001645684 0.00349903455935 34.6294212341
0.166500404477 0.00345240603201 35.0924491882
0.168005540967 0.00342096365057 35.5543327332
0.16950429976 0.00335162412375 36.0110359192
0.171003058553 0.00329331494868 36.4643783569
0.172501817346 0.00324681098573 36.9141845703
0.174000576138 0.0031866740901 37.360332489
0.175505712628 0.00313313934021 37.8045043945
0.177004471421 0.00307790120132 38.2427558899
0.178503230214 0.00304009323008 38.6767311096
0.180001989007 0.00295073376037 39.1061325073
0.1815007478 0.0029143486172 39.5306129456
0.18300588429 0.00287332595326 39.9514427185
0.184504643083 0.00275719002821 40.3644790649
0.186003401875 0.00274200621061 40.7710571289
0.187502160668 0.00266314018518 41.1710662842
0.189000919461 0.00255204038695 41.5646438599
0.190506055951 0.00251275510527 41.9537315369
0.192004814744 0.00243647349998 42.335231781
0.193503573537 0.00236758776009 42.7109336853
0.19500233233 0.00229952973314 43.0809364319
0.196501091123 0.00223148218356 43.4452552795
0.198006227612 0.00217649061233 43.8054161072
0.199504986405 0.00208326010033 44.1583633423
0.201003745198 0.00202481425367 44.505607605
0.202502503991 0.00197319244035 44.8471031189
0.204001262784 0.0018772004405 45.1828041077
