status: ok
time allke allie
0.0 0.0 0.0
0.00150168547407 3.812189453e-10 2.52547183166e-09
0.00300582591444 6.12864425875e-09 1.59415975531e-07
0.00450324686244 3.03754070785e-08 1.77530955625e-06
0.00600058306009 9.38973414577e-08 9.78795378614e-06
0.00750446598977 2.25242388296e-07 3.68828186765e-05
0.00900147203356 4.56880940192e-07 0.000108186337457
0.0105049060658 8.30447845601e-07 0.000269146548817
0.0120014781132 1.38591371979e-06 0.00058938388247
0.0135045628995 2.17642195821e-06 0.00117813108955
0.0150009673089 3.24593361256e-06 0.00217949296348
0.0165041740984 4.65729726784e-06 0.00380600709468
0.018000787124 6.45503132546e-06 0.00630860636011
0.0195040814579 8.71287556947e-06 0.0100502967834
0.0210006944835 1.14678859973e-05 0.0154202533886
0.0225039888173 1.48063136294e-05 0.0229864418507
0.024000601843 1.87578680197e-05 0.0333038270473
0.0255038961768 2.34163817368e-05 0.0472072102129
0.0270005092025 2.88028732029e-05 0.0654380023479
0.0285038035363 3.50238551619e-05 0.0891672819853
0.030000416562 4.20834512624e-05 0.119334131479
0.0315036401153 5.00995593029e-05 0.157523393631
0.0330065153539 5.91033822275e-05 0.20510469377
0.0345027111471 6.91022942192e-05 0.263458043337
0.0360055863857 8.02403519629e-05 0.334953218699
0.0375017821789 9.24809282878e-05 0.420986890793
0.0390046574175 0.000105981118395 0.524574935436
0.0405008532107 0.000120682670968 0.647240996361
0.0420037284493 0.000136780116009 0.792757451534
0.043506603688 0.000154266774189 0.963534414768
0.0450027994812 0.000173133506905 1.16176247597
0.0465056747198 0.000193638014025 1.39257752895
0.048001870513 0.000215683860006 1.65750360489
0.0495047457516 0.000239793153014 1.96273171902
0.0510009415448 0.000265312497504 2.30952978134
0.0525038167834 0.000289946357952 2.70497083664
0.0540000125766 0.000308690883685 3.148914814
0.0555028878152 0.000341822742485 3.64773035049
0.0570057630539 0.000440260075266 4.20118188858
0.058501958847 0.000519388064276 4.80715370178
0.0600048340857 0.000738522561733 5.47052621841
0.0615010298789 0.00140903727151 6.18347501755
0.0630041882396 0.00472942693159 6.94795513153
0.0645012184978 0.0122679201886 7.74781751633
0.0660049319267 0.00224807485938 8.60138988495
0.0675019621849 0.00164259597659 9.49092960358
0.0690056756139 0.00821072235703 10.4205112457
0.0705027058721 0.00363380671479 11.3885116577
0.072006419301 0.00876625627279 12.4021348953
0.0735034495592 0.00324140652083 13.4520597458
0.0750004798174 0.00713433139026 14.5411882401
0.0765041932464 0.00260177184828 15.675860405
0.0780012235045 0.00540775712579 16.8458690643
0.0795049369335 0.00170341087505 18.0622596741
0.0810019671917 0.0024492489174 19.3133640289
0.0825056806207 0.00228580296971 20.6099014282
0.0840027108788 0.00165078614373 21.9407749176
0.0855064243078 0.00303045636974 23.3180160522
0.087003454566 0.00167244661134 24.7290973663
0.0885004848242 0.00186527043115 26.1791439056
0.0900041982532 0.00242140400223 27.6745109558
0.0915012285113 0.00174663576763 29.2018756866
0.0930049419403 0.0020894780755 30.7745685577
0.0945019721985 0.00221427739598 32.3781890869
0.0960056856275 0.00187264045235 34.027015686
0.0975027158856 0.00216396944597 35.7063903809
0.0990064293146 0.00219044322148 37.4311103821
0.100503459573 0.00201715691946 39.1858215332
0.102000489831 0.00219259550795 40.9781227112
0.10350420326 0.00229288637638 42.8161773682
0.105001233518 0.00216147396713 44.6836776733
0.106504946947 0.00221830164082 46.5972595215
0.108001977205 0.00236885738559 48.5398254395
0.109505690634 0.00235101301223 50.5286750793
0.111002720892 0.00229761260562 52.5460128784
0.112506434321 0.00243750214577 54.6097145081
0.11400346458 0.00251624220982 56.7012138367
0.115500494838 0.00245619961061 58.8293228149
0.117004208267 0.00250557810068 61.0034484863
0.118501238525 0.00260102748871 63.2039146423
0.120004951954 0.00264506693929 65.4499206543
0.121501982212 0.00264774775133 67.720993042
0.123005695641 0.00268528028391 70.0365371704
0.124502725899 0.00276630045846 72.3748779297
0.126005321741 0.00283087370917 74.7556915283
0.127500683069 0.00284347007982 77.1560134888
0.129002720118 0.0035193702206 79.5919952393
0.130504757166 0.00442144740373 82.0127563477
0.132000118494 0.00415774341673 84.4442977905
0.133502155542 0.0043195434846 86.8943710327
0.135004192591 0.0046156574972 89.3500976562
0.136506229639 0.00379615230486 91.8326187134
0.138001590967 0.00318499235436 94.328338623
0.139503628016 0.0038549953606 96.8588027954
0.141005665064 0.00312108523212 99.4116821289
0.142501026392 0.00366330170073 101.974082947
0.14400306344 0.00329789239913 104.567596436
0.145505100489 0.00376857048832 107.179206848
0.147000461817 0.00339168263599 109.795425415
0.148502498865 0.00403620069847 112.435310364
0.150004535913 0.00494700390846 115.060600281
0.151506572962 0.0038455943577 117.69039917
0.15300193429 0.00466963741928 120.316841125
0.154503971338 0.00400680489838 122.964111328
0.156006008387 0.00379438954405 125.618865967
0.157501369715 0.00363921816461 128.268463135
0.159003406763 0.00414067320526 130.935012817
0.16050362587 0.00401962781325 133.602005005
0.162002459168 0.00393837410957 136.273117065
0.163501501083 0.00417824136093 138.949447632
0.165004178882 0.00455539580435 141.646377563
0.16650365293 0.0045350776054 144.340286255
0.168000951409 0.00491104461253 147.025146484
0.169504925609 0.00524366553873 149.723526001
0.171003952622 0.00477631622925 152.412765503
0.172504991293 0.00504330173135 155.103271484
0.174002662301 0.00529157556593 157.778152466
0.175500318408 0.00505451345816 160.452911377
0.177004620433 0.0047740698792 163.126144409
0.178504347801 0.00507578626275 165.777862549
0.180004969239 0.0046754446812 168.419723511
0.181501463056 0.00436982698739 171.054992676
0.183003753424 0.00493605108932 173.67590332
0.184504777193 0.00405846070498 176.298355103
0.186005145311 0.00435319542885 178.899917603
0.187503695488 0.00477010104805 181.467971802
0.189005345106 0.00498279323801 184.047164917
0.190503671765 0.00491850543767 186.601119995
0.192003130913 0.00450710952282 189.138687134
0.193502277136 0.00412228703499 191.619049072
0.195001423359 0.004397416953 194.126754761
0.196503385901 0.00401497306302 196.6040802
0.198000773787 0.00456229364499 199.071166992
0.199501231313 0.00426657125354 201.481323242
0.201000154018 0.00514624360949 203.866104126
0.202502295375 0.00431142514572 206.281265259
0.204002812505 0.00428963126615 208.696929932
0.205502256751 0.00391640234739 211.072067261
0.207001015544 0.00383926089853 213.422805786
