status: ok
time allie allke allae allvd allfd allwk
0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.00100175186526 2.79871414932e-07 1.68098523545e-07 0.0 2.6316135382e-10 0.0 4.48218997917e-07
0.00200350396335 9.55311952566e-06 7.11104348738e-06 0.0 4.25661772496e-09 0.0 1.66682875715e-05
0.0030051774811 8.50163560244e-05 4.56394336652e-05 0.0 2.59994568097e-08 0.0 0.000130681495648
0.00400029821321 0.000449837854831 0.000134741523652 0.0 1.03146078345e-07 0.0 0.000584681634791
0.0050019659102 0.00168394483626 0.000326843932271 0.0 3.07955417611e-07 0.0 0.00201109331101
0.00600363314152 0.00494136568159 0.000687815598212 0.0 7.50907588554e-07 0.0 0.00562992179766
0.0070053008385 0.0122635783628 0.00124100211542 0.0 1.59408807576e-06 0.0 0.0135061452165
0.00800042133778 0.0267860088497 0.00206553959288 0.0 3.04364789372e-06 0.0 0.0288545191288
0.0090020885691 0.0535155497491 0.00327284983359 0.0 5.3950138863e-06 0.0 0.0567936301231
0.0100037558004 0.099225923419 0.00488947285339 0.0 8.98603775568e-06 0.0 0.104124039412
0.0110054239631 0.173200801015 0.0070060826838 0.0 1.42348881127e-05 0.0 0.180220454931
0.0120005439967 0.286700427532 0.00972154643387 0.0 2.15731106437e-05 0.0 0.296442359686
0.0130022121593 0.456661164761 0.0131385317072 0.0 3.16615696647e-05 0.0 0.469829291105
0.0140038793907 0.701856076717 0.0173024069518 0.0 4.51091400464e-05 0.0 0.719200134277
0.015005546622 1.04600596428 0.022332618013 0.0 6.26405671937e-05 0.0 1.06839561462
0.0160006675869 1.51410746574 0.0283012054861 0.0 8.49003117764e-05 0.0 1.5424849987
0.0170023348182 2.14602971077 0.0353331826627 0.0 0.000113070185762 0.0 2.18146300316
0.0180040020496 2.97886681557 0.0434735193849 0.0 0.000147989267134 0.0 3.02246904373
0.0190056692809 4.05867195129 0.0528766140342 0.0 0.000190712758922 0.0 4.11171150208
0.0200007911772 5.42819929123 0.0635177046061 0.0 0.000242014910327 0.0 5.49191951752
0.0210024584085 7.16528177261 0.0755781531334 0.0 0.000303777662339 0.0 7.24110937119
0.0220041256398 9.32981014252 0.0891580805182 0.0 0.000376991345547 0.0 9.41927051544
0.0230057928711 11.9978208542 0.104334779084 0.0 0.000463034288259 0.0 12.1025180817
0.0240009129047 15.2305727005 0.121029168367 0.0 0.000562649860512 0.0 15.3520307541
0.0250025801361 19.1637039185 0.139570653439 0.0 0.000678670126945 0.0 19.3037776947
