source,session,subarea,topology,topology_raw,N,slider,variant,repeat_tag,compression_pct,status,density,num_specimens,relative_path,source_path
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base,2,8,,,60,successful,0.327988848181,1,simulation/NewSession3/Tetrahedron_base__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Tetrahedron_base/feature_data.txt
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base,3,8,,,60,successful,0.336276005179,1,simulation/NewSession3/Tetrahedron_base__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Tetrahedron_base/feature_data.txt
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base,4,8,,,60,successful,0.340419514136,1,simulation/NewSession3/Tetrahedron_base__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Tetrahedron_base/feature_data.txt
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base,5,8,,,60,missing,,1,simulation/NewSession3/Tetrahedron_base__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Tetrahedron_base/feature_data.txt
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base_sphere1p2,5,8,sphere1p2,,60,successful,0.342905269749,1,simulation/NewSession3/Tetrahedron_base__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Tetrahedron_base_sphere1p2/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron,1,8,,,60,successful,0.298661664926,1,simulation/NewSession3/Truncated_Octoctahedron__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Truncated_Octoctahedron/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron,2,8,,,60,successful,0.298662258023,1,simulation/NewSession3/Truncated_Octoctahedron__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Truncated_Octoctahedron/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron,3,8,,,60,successful,0.298662685919,1,simulation/NewSession3/Truncated_Octoctahedron__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Truncated_Octoctahedron/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron,4,8,,,60,successful,0.298661847274,1,simulation/NewSession3/Truncated_Octoctahedron__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_Octoctahedron/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron,5,8,,,60,missing,,1,simulation/NewSession3/Truncated_Octoctahedron__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_Octoctahedron/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron_mesh0p6,5,8,mesh0p6,,60,missing,,1,simulation/NewSession3/Truncated_Octoctahedron__mesh0p6/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_Octoctahedron_mesh0p6/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron_sphere1p2,5,8,sphere1p2,,60,successful,0.304195519639,1,simulation/NewSession3/Truncated_Octoctahedron__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_Octoctahedron_sphere1p2/feature_data.txt
simulation,NewSession3,,Truncated_Octoctahedron,Truncated_Octoctahedron_sphere1p2_meshC,5,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/Truncated_Octoctahedron__sphere1p2_meshC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_Octoctahedron_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube,1,8,,,60,successful,0.131437514068,1,simulation/NewSession3/Truncated_cube__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Truncated_cube/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testF,1,8,testF,,60,successful,0.133108823559,1,simulation/NewSession3/Truncated_cube__testF/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Truncated_cube_testF/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube,2,8,,,60,successful,0.13143861511,1,simulation/NewSession3/Truncated_cube__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Truncated_cube/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube,3,8,,,60,successful,0.131439324156,1,simulation/NewSession3/Truncated_cube__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Truncated_cube/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube,4,8,,,60,successful,0.131437489875,1,simulation/NewSession3/Truncated_cube__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_sphere1p2,4,8,sphere1p2,,60,successful,0.133107503763,1,simulation/NewSession3/Truncated_cube__sphere1p2/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_sphere1p2/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testA,4,8,testA,,60,successful,0.131437489875,1,simulation/NewSession3/Truncated_cube__testA/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testA/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testB,4,8,testB,,60,successful,0.131437489875,1,simulation/NewSession3/Truncated_cube__testB/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testB/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testC,4,8,testC,,60,successful,0.131437489875,1,simulation/NewSession3/Truncated_cube__testC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testC/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testD,4,8,testD,,60,successful,0.131437489875,1,simulation/NewSession3/Truncated_cube__testD/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testD/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testE,4,8,testE,,60,missing,,1,simulation/NewSession3/Truncated_cube__testE/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testE/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testF,4,8,testF,,60,successful,0.133107503763,1,simulation/NewSession3/Truncated_cube__testF/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testF/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testG,4,8,testG,,60,successful,0.133107503763,1,simulation/NewSession3/Truncated_cube__testG/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testG/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_testH,4,8,testH,,60,successful,0.13156286148,1,simulation/NewSession3/Truncated_cube__testH/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Truncated_cube_testH/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube,5,8,,,60,successful,0.131440041927,1,simulation/NewSession3/Truncated_cube__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_cube/feature_data.txt
simulation,NewSession3,,Truncated_cube,Truncated_cube_sphere1p2,5,8,sphere1p2,,60,successful,0.133108265802,1,simulation/NewSession3/Truncated_cube__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Truncated_cube_sphere1p2/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan,1,8,,,60,successful,0.440975336652,1,simulation/NewSession3/WeairePhelan__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/WeairePhelan/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan,2,8,,,60,successful,0.440974620807,1,simulation/NewSession3/WeairePhelan__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/WeairePhelan/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan,3,8,,,60,successful,0.440974854697,1,simulation/NewSession3/WeairePhelan__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/WeairePhelan/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan,4,8,,,60,successful,0.440974830126,1,simulation/NewSession3/WeairePhelan__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/WeairePhelan/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_mesh0p6,4,8,mesh0p6,,60,missing,,1,simulation/NewSession3/WeairePhelan__mesh0p6/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/WeairePhelan_mesh0p6/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p2,4,8,sphere1p2,,60,successful,0.452463017487,1,simulation/NewSession3/WeairePhelan__sphere1p2/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/WeairePhelan_sphere1p2/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p2_meshC,4,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/WeairePhelan__sphere1p2_meshC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/WeairePhelan_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p5_md50,4,8,sphere1p5_md50,,60,successful,0.554732877923,1,simulation/NewSession3/WeairePhelan__sphere1p5_md50/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/WeairePhelan_sphere1p5_md50/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan,5,8,,,60,missing,,1,simulation/NewSession3/WeairePhelan__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/WeairePhelan/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_mesh0p6,5,8,mesh0p6,,60,missing,,1,simulation/NewSession3/WeairePhelan__mesh0p6/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/WeairePhelan_mesh0p6/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p2,5,8,sphere1p2,,60,successful,0.452463419151,1,simulation/NewSession3/WeairePhelan__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/WeairePhelan_sphere1p2/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p2_meshC,5,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/WeairePhelan__sphere1p2_meshC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/WeairePhelan_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,WeairePhelan,WeairePhelan_sphere1p4,5,8,sphere1p4,,60,successful,0.508761666464,1,simulation/NewSession3/WeairePhelan__sphere1p4/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/WeairePhelan_sphere1p4/feature_data.txt
simulation,NewSession4,,AFCC,AFCC,1,8,,,60,successful,0.213060533049,1,simulation/NewSession4/AFCC/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/AFCC/feature_data.txt
simulation,NewSession4,,AFCC,AFCC,2,8,,,60,successful,0.2130598127,1,simulation/NewSession4/AFCC/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/AFCC/feature_data.txt
simulation,NewSession4,,AFCC,AFCC,3,8,,,60,successful,0.213060753046,1,simulation/NewSession4/AFCC/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/AFCC/feature_data.txt
simulation,NewSession4,,AFCC,AFCC,4,8,,,60,successful,0.213060572694,1,simulation/NewSession4/AFCC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/AFCC/feature_data.txt
simulation,NewSession4,,AFCC,AFCC,5,8,,,60,successful,0.213059827575,1,simulation/NewSession4/AFCC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/AFCC/feature_data.txt
simulation,NewSession4,,Auxetic,Auxetic,1,8,,,60,successful,0.258474289778,1,simulation/NewSession4/Auxetic/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/Auxetic/feature_data.txt
simulation,NewSession4,,Auxetic,Auxetic,2,8,,,60,successful,0.258475266825,1,simulation/NewSession4/Auxetic/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/Auxetic/feature_data.txt
simulation,NewSession4,,Auxetic,Auxetic,3,8,,,60,successful,0.258475259051,1,simulation/NewSession4/Auxetic/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/Auxetic/feature_data.txt
simulation,NewSession4,,Auxetic,Auxetic,4,8,,,60,successful,0.258474857427,1,simulation/NewSession4/Auxetic/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/Auxetic/feature_data.txt
simulation,NewSession4,,Auxetic,Auxetic,5,8,,,60,successful,0.258475510312,1,simulation/NewSession4/Auxetic/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/Auxetic/feature_data.txt
simulation,NewSession4,,BCC,BCC,1,8,,,60,successful,0.178464631379,1,simulation/NewSession4/BCC/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/BCC/feature_data.txt
simulation,NewSession4,,BCC,BCC,2,8,,,60,successful,0.178463988608,1,simulation/NewSession4/BCC/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/BCC/feature_data.txt
simulation,NewSession4,,BCC,BCC,3,8,,,60,successful,0.178464057585,1,simulation/NewSession4/BCC/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/BCC/feature_data.txt
simulation,NewSession4,,BCC,BCC,4,8,,,60,successful,0.178464066746,1,simulation/NewSession4/BCC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/BCC/feature_data.txt
simulation,NewSession4,,BCC,BCC,5,8,,,60,successful,0.178464068021,1,simulation/NewSession4/BCC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/BCC/feature_data.txt
simulation,NewSession4,,BCCZ,BCCZ,1,8,,,60,successful,0.199889215902,1,simulation/NewSession4/BCCZ/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/BCCZ/feature_data.txt
simulation,NewSession4,,BCCZ,BCCZ,2,8,,,60,successful,0.199889766412,1,simulation/NewSession4/BCCZ/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/BCCZ/feature_data.txt
simulation,NewSession4,,BCCZ,BCCZ,3,8,,,60,successful,0.19988991345,1,simulation/NewSession4/BCCZ/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/BCCZ/feature_data.txt
simulation,NewSession4,,BCCZ,BCCZ,4,8,,,60,successful,0.199890279853,1,simulation/NewSession4/BCCZ/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/BCCZ/feature_data.txt
simulation,NewSession4,,BCCZ,BCCZ,5,8,,,60,successful,0.199890499696,1,simulation/NewSession4/BCCZ/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/BCCZ/feature_data.txt
simulation,NewSession4,,CBCC,CBCC,1,8,,,60,successful,0.242738628759,1,simulation/NewSession4/CBCC/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/CBCC/feature_data.txt
simulation,NewSession4,,CBCC,CBCC,2,8,,,60,successful,0.242738628759,1,simulation/NewSession4/CBCC/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/CBCC/feature_data.txt
simulation,NewSession4,,CBCC,CBCC,3,8,,,60,successful,0.242738628759,1,simulation/NewSession4/CBCC/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/CBCC/feature_data.txt
simulation,NewSession4,,CBCC,CBCC,4,8,,,60,successful,0.242738628759,1,simulation/NewSession4/CBCC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/CBCC/feature_data.txt
simulation,NewSession4,,CBCC,CBCC,5,8,,,60,successful,0.242738628759,1,simulation/NewSession4/CBCC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/CBCC/feature_data.txt
simulation,NewSession4,,Cubic,Cubic,1,8,,,60,successful,0.0829341904102,1,simulation/NewSession4/Cubic/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/Cubic/feature_data.txt
simulation,NewSession4,,Cubic,Cubic,2,8,,,60,successful,0.0829351348328,1,simulation/NewSession4/Cubic/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/Cubic/feature_data.txt
simulation,NewSession4,,Cubic,Cubic,3,8,,,60,successful,0.0829357502819,1,simulation/NewSession4/Cubic/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/Cubic/feature_data.txt
simulation,NewSession4,,Cubic,Cubic,4,8,,,60,successful,0.0829358200446,1,simulation/NewSession4/Cubic/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/Cubic/feature_data.txt
simulation,NewSession4,,Cubic,Cubic,5,8,,,60,successful,0.0829359134862,1,simulation/NewSession4/Cubic/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/Cubic/feature_data.txt
simulation,NewSession4,,CubicRosette,CubicRosette,1,8,,,60,successful,0.213554731485,1,simulation/NewSession4/CubicRosette/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/CubicRosette/feature_data.txt
simulation,NewSession4,,CubicRosette,CubicRosette,2,8,,,60,successful,0.213551866592,1,simulation/NewSession4/CubicRosette/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/CubicRosette/feature_data.txt
simulation,NewSession4,,CubicRosette,CubicRosette,3,8,,,60,successful,0.213547441969,1,simulation/NewSession4/CubicRosette/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/CubicRosette/feature_data.txt
simulation,NewSession4,,CubicRosette,CubicRosette,4,8,,,60,successful,0.213542709603,1,simulation/NewSession4/CubicRosette/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/CubicRosette/feature_data.txt
simulation,NewSession4,,CubicRosette,CubicRosette,5,8,,,60,successful,0.213546745679,1,simulation/NewSession4/CubicRosette/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/CubicRosette/feature_data.txt
simulation,NewSession4,,Cuboctahedron_Z,Cuboctahedron_Z,1,8,,,60,successful,0.397823516239,1,simulation/NewSession4/Cuboctahedron_Z/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/Cuboctahedron_Z/feature_data.txt
simulation,NewSession4,,Cuboctahedron_Z,Cuboctahedron_Z,2,8,,,60,successful,0.399045919699,1,simulation/NewSession4/Cuboctahedron_Z/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/Cuboctahedron_Z/feature_data.txt
simulation,NewSession4,,Cuboctahedron_Z,Cuboctahedron_Z,3,8,,,60,successful,0.399455777601,1,simulation/NewSession4/Cuboctahedron_Z/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/Cuboctahedron_Z/feature_data.txt
simulation,NewSession4,,Cuboctahedron_Z,Cuboctahedron_Z,4,8,,,60,successful,0.39965950468,1,simulation/NewSession4/Cuboctahedron_Z/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/Cuboctahedron_Z/feature_data.txt
simulation,NewSession4,,Cuboctahedron_Z,Cuboctahedron_Z,5,8,,,60,successful,0.399781417391,1,simulation/NewSession4/Cuboctahedron_Z/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/Cuboctahedron_Z/feature_data.txt
simulation,NewSession4,,Diamond,Diamond,1,8,,,60,successful,0.113972789437,1,simulation/NewSession4/Diamond/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/Diamond/feature_data.txt
simulation,NewSession4,,Diamond,Diamond,2,8,,,60,successful,0.165409002718,1,simulation/NewSession4/Diamond/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/Diamond/feature_data.txt
simulation,NewSession4,,Diamond,Diamond,3,8,,,60,successful,0.181310679899,1,simulation/NewSession4/Diamond/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/Diamond/feature_data.txt
simulation,NewSession4,,Diamond,Diamond,4,8,,,60,successful,0.189093919607,1,simulation/NewSession4/Diamond/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/Diamond/feature_data.txt
simulation,NewSession4,,Diamond,Diamond,5,8,,,60,successful,0.193717908614,1,simulation/NewSession4/Diamond/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/Diamond/feature_data.txt
simulation,NewSession4,,DiamondPlus,DiamondPlus,1,8,,,60,successful,0.274762173412,1,simulation/NewSession4/DiamondPlus/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/DiamondPlus/feature_data.txt
simulation,NewSession4,,DiamondPlus,DiamondPlus,2,8,,,60,successful,0.323900882783,1,simulation/NewSession4/DiamondPlus/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/DiamondPlus/feature_data.txt
simulation,NewSession4,,DiamondPlus,DiamondPlus,3,8,,,60,successful,0.339038626219,1,simulation/NewSession4/DiamondPlus/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/DiamondPlus/feature_data.txt
simulation,NewSession4,,DiamondPlus,DiamondPlus,4,8,,,60,successful,0.346438389469,1,simulation/NewSession4/DiamondPlus/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/DiamondPlus/feature_data.txt
simulation,NewSession4,,DiamondPlus,DiamondPlus,5,8,,,60,missing,,1,simulation/NewSession4/DiamondPlus/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/DiamondPlus/feature_data.txt
simulation,NewSession4,,FBCCXYZ,FBCCXYZ,1,8,,,60,successful,0.407907469984,1,simulation/NewSession4/FBCCXYZ/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/FBCCXYZ/feature_data.txt
simulation,NewSession4,,FBCCXYZ,FBCCXYZ,2,8,,,60,successful,0.407908358757,1,simulation/NewSession4/FBCCXYZ/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/FBCCXYZ/feature_data.txt
simulation,NewSession4,,FBCCXYZ,FBCCXYZ,3,8,,,60,successful,0.407908523957,1,simulation/NewSession4/FBCCXYZ/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/FBCCXYZ/feature_data.txt
simulation,NewSession4,,FBCCXYZ,FBCCXYZ,4,8,,,60,successful,0.407909051584,1,simulation/NewSession4/FBCCXYZ/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/FBCCXYZ/feature_data.txt
simulation,NewSession4,,FBCCXYZ,FBCCXYZ,5,8,,,60,successful,0.4079087496,1,simulation/NewSession4/FBCCXYZ/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/FBCCXYZ/feature_data.txt
simulation,NewSession4,,FBCCZ,FBCCZ,1,8,,,60,successful,0.267205185688,1,simulation/NewSession4/FBCCZ/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/FBCCZ/feature_data.txt
simulation,NewSession4,,FBCCZ,FBCCZ,2,8,,,60,successful,0.26720842853,1,simulation/NewSession4/FBCCZ/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/FBCCZ/feature_data.txt
simulation,NewSession4,,FBCCZ,FBCCZ,3,8,,,60,missing,,1,simulation/NewSession4/FBCCZ/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/FBCCZ/feature_data.txt
simulation,NewSession4,,FBCCZ,FBCCZ,4,8,,,60,missing,,1,simulation/NewSession4/FBCCZ/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/FBCCZ/feature_data.txt
simulation,NewSession4,,FBCCZ,FBCCZ,5,8,,,60,missing,,1,simulation/NewSession4/FBCCZ/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/FBCCZ/feature_data.txt
simulation,NewSession4,,FCC,FCC,1,8,,,60,successful,0.147187134052,1,simulation/NewSession4/FCC/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N1/FCC/feature_data.txt
simulation,NewSession4,,FCC,FCC,2,8,,,60,successful,0.147186801889,1,simulation/NewSession4/FCC/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N2/FCC/feature_data.txt
simulation,NewSession4,,FCC,FCC,3,8,,,60,successful,0.147186995117,1,simulation/NewSession4/FCC/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N3/FCC/feature_data.txt
simulation,NewSession4,,FCC,FCC,4,8,,,60,successful,0.147185920536,1,simulation/NewSession4/FCC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N4/FCC/feature_data.txt
simulation,NewSession4,,FCC,FCC,5,8,,,60,successful,0.147185877361,1,simulation/NewSession4/FCC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession4/N5/FCC/feature_data.txt
