source,session,subarea,topology,topology_raw,N,slider,variant,repeat_tag,compression_pct,status,density,num_specimens,relative_path,source_path
simulation,NewSession3,,CBCC,CBCC,2,8,,,60,successful,0.242738628759,1,simulation/NewSession3/CBCC__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/CBCC/feature_data.txt
simulation,NewSession3,,CBCC,CBCC,3,8,,,60,successful,0.242738628759,1,simulation/NewSession3/CBCC__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/CBCC/feature_data.txt
simulation,NewSession3,,CBCC,CBCC,4,8,,,60,successful,0.242738628759,1,simulation/NewSession3/CBCC__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/CBCC/feature_data.txt
simulation,NewSession3,,CBCC,CBCC,5,8,,,60,missing,,1,simulation/NewSession3/CBCC__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/CBCC/feature_data.txt
simulation,NewSession3,,CBCC,CBCC_sphere1p2,5,8,sphere1p2,,60,successful,0.242738628759,1,simulation/NewSession3/CBCC__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/CBCC_sphere1p2/feature_data.txt
simulation,NewSession3,,Cubic,Cubic,1,8,,,60,successful,0.0829341904102,1,simulation/NewSession3/Cubic__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Cubic/feature_data.txt
simulation,NewSession3,,Cubic,Cubic,2,8,,,60,successful,0.0829354706001,1,simulation/NewSession3/Cubic__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Cubic/feature_data.txt
simulation,NewSession3,,Cubic,Cubic,3,8,,,60,successful,0.0829358190719,1,simulation/NewSession3/Cubic__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Cubic/feature_data.txt
simulation,NewSession3,,Cubic,Cubic,4,8,,,60,successful,0.0829358367086,1,simulation/NewSession3/Cubic__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Cubic/feature_data.txt
simulation,NewSession3,,Cubic,Cubic,5,8,,,60,successful,0.0829359349793,1,simulation/NewSession3/Cubic__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Cubic/feature_data.txt
simulation,NewSession3,,CubicRosette,CubicRosette,1,8,,,60,successful,0.20475428866,1,simulation/NewSession3/CubicRosette__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/CubicRosette/feature_data.txt
simulation,NewSession3,,CubicRosette,CubicRosette,2,8,,,60,successful,0.204754713353,1,simulation/NewSession3/CubicRosette__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/CubicRosette/feature_data.txt
simulation,NewSession3,,CubicRosette,CubicRosette,3,8,,,60,successful,0.204754815389,1,simulation/NewSession3/CubicRosette__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/CubicRosette/feature_data.txt
simulation,NewSession3,,CubicRosette,CubicRosette,4,8,,,60,successful,0.204753231431,1,simulation/NewSession3/CubicRosette__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/CubicRosette/feature_data.txt
simulation,NewSession3,,CubicRosette,CubicRosette,5,8,,,60,successful,0.204756894867,1,simulation/NewSession3/CubicRosette__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/CubicRosette/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z,1,8,,,60,successful,0.397823516239,1,simulation/NewSession3/Cuboctahedron_Z__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Cuboctahedron_Z/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z,2,8,,,60,successful,0.397823440506,1,simulation/NewSession3/Cuboctahedron_Z__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Cuboctahedron_Z/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z_sphere1p2,2,8,sphere1p2,,60,successful,0.399045919699,1,simulation/NewSession3/Cuboctahedron_Z__sphere1p2/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Cuboctahedron_Z_sphere1p2/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z_testG,2,8,testG,,60,successful,0.399045919699,1,simulation/NewSession3/Cuboctahedron_Z__testG/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Cuboctahedron_Z_testG/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z,3,8,,,60,successful,0.397826153647,1,simulation/NewSession3/Cuboctahedron_Z__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Cuboctahedron_Z/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z_sphere1p2,3,8,sphere1p2,,60,successful,0.399455777601,1,simulation/NewSession3/Cuboctahedron_Z__sphere1p2/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Cuboctahedron_Z_sphere1p2/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z,4,8,,,60,successful,0.397826489664,1,simulation/NewSession3/Cuboctahedron_Z__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Cuboctahedron_Z/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z,5,8,,,60,missing,,1,simulation/NewSession3/Cuboctahedron_Z__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Cuboctahedron_Z/feature_data.txt
simulation,NewSession3,,Cuboctahedron_Z,Cuboctahedron_Z_sphere1p2,5,8,sphere1p2,,60,successful,0.399781417391,1,simulation/NewSession3/Cuboctahedron_Z__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Cuboctahedron_Z_sphere1p2/feature_data.txt
simulation,NewSession3,,Diamond,Diamond,1,8,,,60,successful,0.113972789437,1,simulation/NewSession3/Diamond__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Diamond/feature_data.txt
simulation,NewSession3,,Diamond,Diamond,2,8,,,60,successful,0.165338111023,1,simulation/NewSession3/Diamond__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Diamond/feature_data.txt
simulation,NewSession3,,Diamond,Diamond,3,8,,,60,successful,0.181269756435,1,simulation/NewSession3/Diamond__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Diamond/feature_data.txt
simulation,NewSession3,,Diamond,Diamond,4,8,,,60,successful,0.189067437348,1,simulation/NewSession3/Diamond__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Diamond/feature_data.txt
simulation,NewSession3,,Diamond,Diamond,5,8,,,60,successful,0.193700475236,1,simulation/NewSession3/Diamond__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Diamond/feature_data.txt
simulation,NewSession3,,DiamondPlus,DiamondPlus,1,8,,,60,successful,0.183813935358,1,simulation/NewSession3/DiamondPlus__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/DiamondPlus/feature_data.txt
simulation,NewSession3,,DiamondPlus,DiamondPlus,2,8,,,60,successful,0.234665964195,1,simulation/NewSession3/DiamondPlus__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/DiamondPlus/feature_data.txt
simulation,NewSession3,,DiamondPlus,DiamondPlus,3,8,,,60,successful,0.250427457973,1,simulation/NewSession3/DiamondPlus__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/DiamondPlus/feature_data.txt
simulation,NewSession3,,DiamondPlus,DiamondPlus,4,8,,,60,successful,0.258141084103,1,simulation/NewSession3/DiamondPlus__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/DiamondPlus/feature_data.txt
simulation,NewSession3,,DiamondPlus,DiamondPlus,5,8,,,60,successful,0.262723667427,1,simulation/NewSession3/DiamondPlus__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/DiamondPlus/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ,1,8,,,60,successful,0.407907469984,1,simulation/NewSession3/FBCCXYZ__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/FBCCXYZ/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ,2,8,,,60,successful,0.407908358757,1,simulation/NewSession3/FBCCXYZ__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/FBCCXYZ/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ,3,8,,,60,successful,0.407908523957,1,simulation/NewSession3/FBCCXYZ__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/FBCCXYZ/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ,4,8,,,60,successful,0.407909051584,1,simulation/NewSession3/FBCCXYZ__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FBCCXYZ/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ,5,8,,,60,missing,,1,simulation/NewSession3/FBCCXYZ__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCXYZ/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ_sphere1p2,5,8,sphere1p2,,60,successful,0.4079087496,1,simulation/NewSession3/FBCCXYZ__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCXYZ_sphere1p2/feature_data.txt
simulation,NewSession3,,FBCCXYZ,FBCCXYZ_sphere1p2_meshC,5,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/FBCCXYZ__sphere1p2_meshC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCXYZ_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ,1,8,,,60,successful,0.267205185688,1,simulation/NewSession3/FBCCZ__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/FBCCZ/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ,2,8,,,60,successful,0.267208423347,1,simulation/NewSession3/FBCCZ__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/FBCCZ/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ,3,8,,,60,successful,0.267210040396,1,simulation/NewSession3/FBCCZ__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/FBCCZ/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ,4,8,,,60,successful,0.267210211662,1,simulation/NewSession3/FBCCZ__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FBCCZ/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ_sphere1p2,4,8,sphere1p2,,60,successful,0.267210264105,1,simulation/NewSession3/FBCCZ__sphere1p2/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FBCCZ_sphere1p2/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ_sphere1p2_meshC,4,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/FBCCZ__sphere1p2_meshC/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FBCCZ_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ_sphere1p5_md50,4,8,sphere1p5_md50,,60,successful,0.267569450577,1,simulation/NewSession3/FBCCZ__sphere1p5_md50/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FBCCZ_sphere1p5_md50/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ,5,8,,,60,successful,0.267211373832,1,simulation/NewSession3/FBCCZ__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCZ/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ_sphere1p2,5,8,sphere1p2,,60,successful,0.267211301444,1,simulation/NewSession3/FBCCZ__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCZ_sphere1p2/feature_data.txt
simulation,NewSession3,,FBCCZ,FBCCZ_sphere1p2_meshC,5,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/FBCCZ__sphere1p2_meshC/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FBCCZ_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,FCC,FCC,1,8,,,60,successful,0.14644263989,1,simulation/NewSession3/FCC__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/FCC/feature_data.txt
simulation,NewSession3,,FCC,FCC,2,8,,,60,successful,0.146443652579,1,simulation/NewSession3/FCC__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/FCC/feature_data.txt
simulation,NewSession3,,FCC,FCC,3,8,,,60,successful,0.146444064246,1,simulation/NewSession3/FCC__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/FCC/feature_data.txt
simulation,NewSession3,,FCC,FCC,4,8,,,60,successful,0.146442841331,1,simulation/NewSession3/FCC__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FCC/feature_data.txt
simulation,NewSession3,,FCC,FCC,5,8,,,60,successful,0.146444551528,1,simulation/NewSession3/FCC__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FCC/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ,1,8,,,60,successful,0.165630164123,1,simulation/NewSession3/FCCZ__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/FCCZ/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ,2,8,,,60,successful,0.165631061665,1,simulation/NewSession3/FCCZ__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/FCCZ/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ,3,8,,,60,successful,0.165631794691,1,simulation/NewSession3/FCCZ__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/FCCZ/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ,4,8,,,60,successful,0.165631669262,1,simulation/NewSession3/FCCZ__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/FCCZ/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ,5,8,,,60,missing,,1,simulation/NewSession3/FCCZ__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FCCZ/feature_data.txt
simulation,NewSession3,,FCCZ,FCCZ_sphere1p2,5,8,sphere1p2,,60,successful,0.166374809727,1,simulation/NewSession3/FCCZ__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/FCCZ_sphere1p2/feature_data.txt
simulation,NewSession3,,G7,G7,1,8,,,60,successful,0.22131374236,1,simulation/NewSession3/G7__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/G7/feature_data.txt
simulation,NewSession3,,G7,G7,2,8,,,60,successful,0.221313400192,1,simulation/NewSession3/G7__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/G7/feature_data.txt
simulation,NewSession3,,G7,G7,3,8,,,60,successful,0.221312843895,1,simulation/NewSession3/G7__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/G7/feature_data.txt
simulation,NewSession3,,G7,G7,4,8,,,60,successful,0.22131273409,1,simulation/NewSession3/G7__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/G7/feature_data.txt
simulation,NewSession3,,G7,G7,5,8,,,60,successful,0.221312417522,1,simulation/NewSession3/G7__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/G7/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss,1,8,,,60,successful,0.307013066782,1,simulation/NewSession3/Iso_truss__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Iso_truss/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss,2,8,,,60,successful,0.307013136378,1,simulation/NewSession3/Iso_truss__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Iso_truss/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss,3,8,,,60,successful,0.31190253836,1,simulation/NewSession3/Iso_truss__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_r0p55_mesh0p5,3,8,r0p55_mesh0p5,,60,successful,0.307013022874,1,simulation/NewSession3/Iso_truss__r0p55_mesh0p5/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss_r0p55_mesh0p5/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p2,3,8,sphere1p2,,60,successful,0.31190253836,1,simulation/NewSession3/Iso_truss__sphere1p2/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss_sphere1p2/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p2_meshC,3,8,sphere1p2_meshC,,60,missing,,1,simulation/NewSession3/Iso_truss__sphere1p2_meshC/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss_sphere1p2_meshC/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p4,3,8,sphere1p4,,60,successful,0.322772788508,1,simulation/NewSession3/Iso_truss__sphere1p4/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss_sphere1p4/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p5_md50,3,8,sphere1p5_md50,,60,successful,0.330334516028,1,simulation/NewSession3/Iso_truss__sphere1p5_md50/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Iso_truss_sphere1p5_md50/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss,4,8,,,60,successful,0.307013016315,1,simulation/NewSession3/Iso_truss__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Iso_truss/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p2,4,8,sphere1p2,,60,successful,0.312513455536,1,simulation/NewSession3/Iso_truss__sphere1p2/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Iso_truss_sphere1p2/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_testG,4,8,testG,,60,successful,0.312513455536,1,simulation/NewSession3/Iso_truss__testG/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Iso_truss_testG/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss,5,8,,,60,successful,0.307013022812,1,simulation/NewSession3/Iso_truss__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Iso_truss/feature_data.txt
simulation,NewSession3,,Iso_truss,Iso_truss_sphere1p2,5,8,sphere1p2,,60,successful,0.312879989649,1,simulation/NewSession3/Iso_truss__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Iso_truss_sphere1p2/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin,1,8,,,60,successful,0.206645203828,1,simulation/NewSession3/Kelvin__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Kelvin/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin,2,8,,,60,successful,0.206646090521,1,simulation/NewSession3/Kelvin__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Kelvin/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin_sphere1p1,2,8,sphere1p1,,60,successful,0.206710468805,1,simulation/NewSession3/Kelvin__sphere1p1/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Kelvin_sphere1p1/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin_sphere1p2,2,8,sphere1p2,,60,successful,0.208455671401,1,simulation/NewSession3/Kelvin__sphere1p2/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Kelvin_sphere1p2/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin,3,8,,,60,successful,0.206648808365,1,simulation/NewSession3/Kelvin__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Kelvin/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin,4,8,,,60,successful,0.206649059413,1,simulation/NewSession3/Kelvin__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Kelvin/feature_data.txt
simulation,NewSession3,,Kelvin,Kelvin,5,8,,,60,successful,0.206649973729,1,simulation/NewSession3/Kelvin__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Kelvin/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron,1,8,,,60,successful,0.204753755943,1,simulation/NewSession3/Octahedron__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Octahedron/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron,2,8,,,60,successful,0.204754525177,1,simulation/NewSession3/Octahedron__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Octahedron/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron,3,8,,,60,successful,0.204752343574,1,simulation/NewSession3/Octahedron__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Octahedron/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron,4,8,,,60,successful,0.20475613243,1,simulation/NewSession3/Octahedron__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Octahedron/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron,5,8,,,60,missing,,1,simulation/NewSession3/Octahedron__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Octahedron/feature_data.txt
simulation,NewSession3,,Octahedron,Octahedron_sphere1p2,5,8,sphere1p2,,60,successful,0.204759260239,1,simulation/NewSession3/Octahedron__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Octahedron_sphere1p2/feature_data.txt
simulation,NewSession3,,Octet_truss,Octet_truss,1,8,,,60,successful,0.378635912711,1,simulation/NewSession3/Octet_truss__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Octet_truss/feature_data.txt
simulation,NewSession3,,Octet_truss,Octet_truss,2,8,,,60,successful,0.378637733241,1,simulation/NewSession3/Octet_truss__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Octet_truss/feature_data.txt
simulation,NewSession3,,Octet_truss,Octet_truss,3,8,,,60,successful,0.378638096329,1,simulation/NewSession3/Octet_truss__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Octet_truss/feature_data.txt
simulation,NewSession3,,Octet_truss,Octet_truss,4,8,,,60,successful,0.378639733906,1,simulation/NewSession3/Octet_truss__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Octet_truss/feature_data.txt
simulation,NewSession3,,Octet_truss,Octet_truss,5,8,,,60,successful,0.378640631818,1,simulation/NewSession3/Octet_truss__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Octet_truss/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic,1,8,,,60,successful,0.350410337928,1,simulation/NewSession3/Rhombic__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Rhombic/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic,2,8,,,60,successful,0.350409878162,1,simulation/NewSession3/Rhombic__baseline/N2/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N2/Rhombic/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic,3,8,,,60,successful,0.35040830965,1,simulation/NewSession3/Rhombic__baseline/N3/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N3/Rhombic/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic,4,8,,,60,successful,0.350408105158,1,simulation/NewSession3/Rhombic__baseline/N4/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N4/Rhombic/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic,5,8,,,60,missing,,1,simulation/NewSession3/Rhombic__baseline/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Rhombic/feature_data.txt
simulation,NewSession3,,Rhombic,Rhombic_sphere1p2,5,8,sphere1p2,,60,successful,0.351523035946,1,simulation/NewSession3/Rhombic__sphere1p2/N5/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N5/Rhombic_sphere1p2/feature_data.txt
simulation,NewSession3,,Tetrahedron_base,Tetrahedron_base,1,8,,,60,successful,0.303127664227,1,simulation/NewSession3/Tetrahedron_base__baseline/N1/feature_data.txt,/home/haoyu.wang/ARTC_Database_final/generate_script/NewSession3/N1/Tetrahedron_base/feature_data.txt
